,x,y
0,0.0,3.70907569451
1,0.040404040404,4.09875144031
2,0.0808080808081,4.66840513855
3,0.121212121212,3.57369508965
4,0.161616161616,3.42266771453
5,0.20202020202,4.18677585986
6,0.242424242424,4.19196437845
7,0.282828282828,3.19257565293
8,0.323232323232,2.89647496011
9,0.363636363636,3.24609451617
10,0.40404040404,3.1040413175
11,0.444444444444,2.37339294585
12,0.484848484848,2.90564005742
13,0.525252525253,3.09641503432
14,0.565656565657,3.3514783345
15,0.606060606061,2.99816809889
16,0.646464646465,2.53791242781
17,0.686868686869,3.52287534445
18,0.727272727273,2.7194691424
19,0.767676767677,1.83797910312
20,0.808080808081,1.90149652574
21,0.848484848485,1.90011715676
22,0.888888888889,2.84712501145
23,0.929292929293,1.87117183244
24,0.969696969697,1.82565292983
25,1.0101010101,1.81025646648
26,1.05050505051,1.69372932229
27,1.09090909091,1.50005581364
28,1.13131313131,1.72899415491
29,1.17171717172,1.22595163953
30,1.21212121212,1.27804354021
31,1.25252525253,2.01354000557
32,1.29292929293,2.26704467313
33,1.33333333333,1.59180202211
34,1.37373737374,0.89431432077
35,1.41414141414,1.2969801831
36,1.45454545455,0.805338358165
37,1.49494949495,2.00810329836
38,1.53535353535,1.6978546194
39,1.57575757576,1.08048432479
40,1.61616161616,0.605578289439
41,1.65656565657,2.22443181864
42,1.69696969697,1.36177586936
43,1.73737373737,1.00362877106
44,1.77777777778,1.84180270351
45,1.81818181818,0.84626389792
46,1.85858585859,1.30178414121
47,1.89898989899,0.519942123614
48,1.93939393939,0.724099586807
49,1.9797979798,1.08631532525
50,2.0202020202,0.892053785208
51,2.06060606061,1.11799127569
52,2.10101010101,2.05613599805
53,2.14141414141,1.54815094503
54,2.18181818182,0.941691240079
55,2.22222222222,1.88182438793
56,2.26262626263,1.22503898325
57,2.30303030303,1.25023888328
58,2.34343434343,1.78184243287
59,2.38383838384,1.12298914155
60,2.42424242424,1.25078751451
61,2.46464646465,1.51587461704
62,2.50505050505,0.860850244622
63,2.54545454545,2.33056381647
64,2.58585858586,1.29850319177
65,2.62626262626,1.22333703439
66,2.66666666667,1.49187133732
67,2.70707070707,0.784639205144
68,2.74747474747,1.42000088283
69,2.78787878788,0.633967877369
70,2.82828282828,0.933180334887
71,2.86868686869,1.35213006806
72,2.90909090909,0.841589687971
73,2.94949494949,1.02295084204
74,2.9898989899,0.675092320498
75,3.0303030303,0.58293109938
76,3.07070707071,0.565969834137
77,3.11111111111,0.178709036455
78,3.15151515152,1.09871592744
79,3.19191919192,0.12254332958
80,3.23232323232,1.23385505218
81,3.27272727273,1.24073391832
82,3.31313131313,0.562274201972
83,3.35353535354,1.29232223376
84,3.39393939394,1.15796100899
85,3.43434343434,0.833847435767
86,3.47474747475,0.597511646128
87,3.51515151515,0.885235267891
88,3.55555555556,1.13267459789
89,3.59595959596,1.17116028463
90,3.63636363636,1.00078525713
91,3.67676767677,0.767217076445
92,3.71717171717,0.66920123551
93,3.75757575758,2.01871702789
94,3.79797979798,0.842182776978
95,3.83838383838,0.717540327707
96,3.87878787879,1.51016005809
97,3.91919191919,0.196782801699
98,3.9595959596,0.369236816641
99,4.0,0.6449826387
